,Unnamed: 0,год,время_года,климат,город,страна,способ_охлаждения,режим_при_смешанном_типе_охлаждения,способ_обогрева,возраст,пол,ощущение_температуры,ощущение_температуры_(bool),предпочтительное_изменение_температуры,ощущение_движения_воздуха_(bool),предпочтительное_изменение_движения_воздуха,оценка_комфорта,утепление,температура_воздуха_в_помещении,температура_воздуха_на_улице,rh,скорость_воздуха,рост,вес,занавески,вентилятор,окно,двери,отопление,среднемесячная_температура_на_улице,количество_рекламаций,температура_удовлетворительная_%,количество_рекламаций_кат,возраст_кат,rh_кат
284,284,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,45.0,Мужской,0.0,1,Теплее,0,Без изменений,6.0,0.74,24.8,24.1,51.5,0.12,170.2,70.0,0,0,-1,0,1,30.9,0,57.24,мало,средний возраст,норма
285,285,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,Механическое отопление,25.0,Женский,1.0,1,Теплее,0,Больше,2.0,0.57,37.0,24.1,39.6,1.23,152.4,50.0,0,1,-1,0,-1,30.9,0,49.28,мало,молодой возраст,менее_40
286,286,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,Механическое отопление,25.0,Женский,3.0,1,Теплее,0,Без изменений,3.0,0.57,37.4,24.1,41.3,0.13,157.5,50.0,0,1,-1,0,-1,30.9,0,49.28,мало,молодой возраст,норма
287,287,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,,55.0,Женский,0.0,1,Без изменений,0,Без изменений,6.0,0.63,32.2,24.1,72.6,0.24,157.5,65.0,0,1,1,0,-1,30.9,0,49.28,мало,средний возраст,более_60
288,288,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,,55.0,Мужской,3.0,-1,Теплее,0,Больше,2.0,0.7,35.8,24.1,44.8,0.32,160.0,70.0,0,1,0,0,0,30.9,0,57.24,мало,средний возраст,норма
289,289,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,Механическое отопление,45.0,Мужской,1.0,-1,Теплее,0,Больше,5.0,0.68,36.2,24.1,45.1,0.82,177.8,81.0,0,1,1,0,0,30.9,0,57.24,мало,средний возраст,норма
290,290,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,,35.0,Мужской,0.0,1,Теплее,0,Без изменений,5.0,0.46,31.6,24.1,69.1,0.32,172.7,50.0,0,1,1,0,-1,30.9,0,57.24,мало,молодой возраст,более_60
291,291,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,,55.0,Мужской,1.0,-1,Теплее,0,Без изменений,6.0,0.74,31.4,24.1,74.1,0.17,160.0,65.0,0,1,0,0,0,30.9,0,57.24,мало,средний возраст,более_60
292,292,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Кондиционирование,Механическое отопление,55.0,Женский,0.0,1,Теплее,0,Больше,5.0,0.65,28.2,24.1,60.3,0.2,152.4,60.0,0,1,-1,0,1,30.9,0,49.28,мало,средний возраст,более_60
293,293,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Кондиционирование,,35.0,Женский,0.0,1,Без изменений,0,Без изменений,5.0,0.53,29.6,24.1,60.4,0.56,157.5,59.0,0,1,-1,0,1,30.9,0,49.28,мало,молодой возраст,более_60
294,294,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Кондиционирование,,55.0,Мужской,3.0,-1,Теплее,0,Больше,1.0,0.67,37.1,24.1,47.0,0.5,167.6,75.0,0,1,1,0,1,30.9,1,57.24,мало,средний возраст,норма
295,295,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Кондиционирование,,45.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.7,29.2,24.1,59.7,0.5,170.2,55.0,0,1,-1,0,1,30.9,0,57.24,мало,средний возраст,норма
296,296,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Кондиционирование,,25.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.53,26.2,24.1,41.4,0.41,160.0,55.0,0,1,-1,0,1,30.9,0,57.24,мало,молодой возраст,норма
297,297,2012,Весна,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Вентиляция,,42.0,Мужской,3.0,1,Холоднее,0,Больше,,0.68,28.7,24.1,47.0,0.21,165.1,50.0,0,0,1,1,0,31.5,0,57.24,мало,молодой возраст,норма
298,298,2012,Весна,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Вентиляция,,42.0,Мужской,2.0,1,Холоднее,0,Больше,,0.53,30.4,24.1,34.0,0.15,165.1,70.0,0,0,-1,-1,0,31.5,0,57.24,мало,молодой возраст,менее_40
299,299,2012,Весна,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Вентиляция,,42.0,Мужской,0.0,1,Холоднее,0,Без изменений,,0.62,34.3,24.1,31.0,0.77,165.1,52.0,0,0,-1,1,0,31.5,0,57.24,мало,молодой возраст,менее_40
300,300,2012,Весна,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Кондиционирование,,42.0,Мужской,0.0,1,Холоднее,0,Без изменений,,0.68,27.9,24.1,35.0,0.22,165.1,70.0,0,0,-1,-1,0,31.5,0,57.24,мало,молодой возраст,менее_40
301,301,2012,Весна,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Кондиционирование,,42.0,Мужской,-1.0,-1,Теплее,0,Меньше,,0.62,26.0,24.1,36.0,0.04,165.1,71.0,0,0,-1,-1,0,31.5,0,57.24,мало,молодой возраст,менее_40
302,302,2012,Весна,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Кондиционирование,,42.0,Мужской,0.0,1,Без изменений,0,Меньше,,0.62,26.1,24.1,27.0,0.02,165.1,47.0,0,0,-1,-1,0,31.5,0,57.24,мало,молодой возраст,менее_40
303,303,2012,Весна,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Кондиционирование,,42.0,Мужской,-2.0,1,Без изменений,0,Меньше,,0.68,22.3,24.1,46.0,0.57,165.1,68.0,0,0,-1,-1,0,31.5,0,57.24,мало,молодой возраст,норма
304,304,2012,Зима,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Вентиляция,,42.0,Женский,1.0,-1,Холоднее,0,Больше,,0.63,31.7,24.1,40.0,0.01,165.1,52.0,0,0,-1,1,0,21.6,0,49.28,мало,молодой возраст,норма
305,305,2012,Зима,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Вентиляция,,42.0,Женский,0.0,1,Без изменений,0,Без изменений,,0.75,27.7,24.1,48.0,0.07,165.1,54.0,0,0,-1,1,0,21.6,0,49.28,мало,молодой возраст,норма
306,306,2012,Зима,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Вентиляция,,42.0,Женский,-2.0,1,Теплее,0,Меньше,,0.74,27.7,24.1,49.0,0.0,165.1,56.0,0,0,1,-1,0,21.6,0,49.28,мало,молодой возраст,норма
307,307,2012,Зима,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Вентиляция,,42.0,Женский,-1.0,1,Без изменений,0,Без изменений,,0.84,30.4,24.1,32.0,0.25,165.1,62.0,0,0,-1,1,0,21.6,0,49.28,мало,молодой возраст,менее_40
308,308,2012,Зима,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Вентиляция,,42.0,Мужской,-1.0,1,Холоднее,0,Больше,,0.72,29.3,24.1,46.0,0.03,165.1,56.0,0,0,1,1,0,21.6,0,57.24,мало,молодой возраст,норма
309,309,2012,Зима,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Вентиляция,,42.0,Мужской,-1.0,1,Холоднее,0,Больше,,0.64,28.3,24.1,31.0,0.04,165.1,68.0,0,0,-1,1,0,21.6,0,57.24,мало,молодой возраст,менее_40
310,310,2012,Зима,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Вентиляция,,42.0,Мужской,3.0,1,Холоднее,0,Больше,,0.72,29.8,24.1,34.0,0.02,165.1,58.0,0,0,-1,1,0,21.6,0,57.24,мало,молодой возраст,менее_40
311,311,2012,Зима,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Вентиляция,,42.0,Мужской,0.0,-1,Без изменений,0,Больше,,0.62,27.5,24.1,36.0,0.16,165.1,65.0,0,0,1,1,0,21.6,0,57.24,мало,молодой возраст,менее_40
312,312,2012,Зима,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Вентиляция,,42.0,Мужской,-1.0,1,Без изменений,0,Без изменений,,0.72,30.3,24.1,30.0,0.14,165.1,60.0,0,0,1,1,0,21.6,0,57.24,мало,молодой возраст,менее_40
313,313,2012,Зима,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Вентиляция,,42.0,Мужской,1.0,1,Теплее,0,Больше,,0.68,27.8,24.1,47.0,0.15,165.1,75.0,0,0,-1,1,0,21.6,0,57.24,мало,молодой возраст,норма
314,314,2012,Зима,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Вентиляция,,42.0,Мужской,2.0,-1,Холоднее,0,Больше,,0.68,26.6,24.1,47.0,0.02,165.1,69.0,0,0,-1,1,0,21.6,0,57.24,мало,молодой возраст,норма
315,315,2012,Зима,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Вентиляция,,42.0,Мужской,1.0,-1,Холоднее,0,Больше,,0.72,29.5,24.1,39.0,0.02,165.1,56.0,0,0,-1,-1,0,21.6,0,57.24,мало,молодой возраст,менее_40
316,316,2012,Зима,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Кондиционирование,,42.0,Женский,-1.0,1,Без изменений,0,Без изменений,,0.63,25.7,24.1,40.0,0.04,165.1,64.0,0,0,-1,1,0,21.6,0,49.28,мало,молодой возраст,норма
317,317,2012,Зима,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Кондиционирование,,42.0,Женский,-1.0,1,Холоднее,0,Больше,,0.74,26.9,24.1,42.0,0.02,165.1,76.0,0,0,-1,-1,0,21.6,0,49.28,мало,молодой возраст,норма
318,318,2012,Зима,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Кондиционирование,,42.0,Женский,-1.0,1,Холоднее,0,Больше,,0.74,26.9,24.1,42.0,0.02,165.1,76.0,0,0,-1,-1,0,21.6,0,49.28,мало,молодой возраст,норма
319,319,2012,Зима,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Кондиционирование,,42.0,Женский,-1.0,1,Холоднее,0,Больше,,0.74,26.9,24.1,42.0,0.02,165.1,76.0,0,0,-1,-1,0,21.6,0,49.28,мало,молодой возраст,норма
320,320,2012,Зима,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Кондиционирование,,42.0,Мужской,2.0,-1,Холоднее,0,Больше,,0.68,28.8,24.1,40.0,0.01,165.1,79.0,0,0,-1,-1,0,21.6,0,57.24,мало,молодой возраст,норма
321,321,2012,Лето,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Вентиляция,,42.0,Женский,0.0,1,Без изменений,0,Без изменений,,0.63,29.8,24.1,65.0,0.05,165.1,55.0,0,0,1,1,0,27.0,0,49.28,мало,молодой возраст,более_60
322,322,2012,Лето,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Кондиционирование,,42.0,Мужской,2.0,-1,Холоднее,0,Больше,,0.68,28.0,24.1,44.0,0.03,165.1,75.0,0,0,-1,-1,0,27.0,0,57.24,мало,молодой возраст,норма
323,323,2012,Лето,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Кондиционирование,,42.0,Мужской,0.0,1,Без изменений,0,Больше,,0.68,25.1,24.1,53.0,0.03,165.1,58.0,0,0,-1,-1,0,27.0,0,57.24,мало,молодой возраст,норма
324,324,2012,Лето,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Кондиционирование,,42.0,Мужской,-1.0,1,Без изменений,0,Без изменений,,0.68,26.3,24.1,47.0,0.03,165.1,65.0,0,0,-1,-1,0,27.0,0,57.24,мало,молодой возраст,норма
325,325,2012,Лето,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Кондиционирование,,42.0,Мужской,1.0,1,Без изменений,0,Больше,,0.68,26.3,24.1,47.0,0.03,165.1,75.0,0,0,-1,-1,0,27.0,0,57.24,мало,молодой возраст,норма
326,326,2012,Осень,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Вентиляция,,42.0,Мужской,-1.0,-1,Без изменений,0,Без изменений,,0.72,27.5,24.1,64.0,0.01,165.1,70.0,0,0,-1,1,0,25.7,0,57.24,мало,молодой возраст,более_60
327,327,2012,Осень,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Вентиляция,,42.0,Мужской,3.0,-1,Холоднее,0,Больше,,0.68,30.1,24.1,61.0,0.02,165.1,80.0,0,0,1,-1,0,25.7,0,57.24,мало,молодой возраст,более_60
328,328,2012,Осень,Жаркий полузасушливый,Хайдарабад,Индия,Смешанный,Кондиционирование,,42.0,Мужской,-1.0,1,Теплее,0,Больше,,0.68,28.1,24.1,46.0,0.04,165.1,61.0,0,0,-1,1,0,25.7,0,57.24,мало,молодой возраст,норма
329,329,2012,Весна,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Женский,2.0,1,Холоднее,0,Без изменений,,0.97,26.6,24.1,51.0,0.11,165.1,44.0,0,0,-1,-1,0,30.4,0,49.28,мало,молодой возраст,норма
330,330,2012,Весна,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Женский,0.0,1,Без изменений,0,Без изменений,,0.6,28.1,24.1,49.0,0.01,165.1,58.0,0,0,-1,1,0,30.4,0,49.28,мало,молодой возраст,норма
331,331,2012,Весна,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Женский,-1.0,1,Холоднее,0,Больше,,0.84,25.5,24.1,47.0,0.07,165.1,49.0,0,0,-1,1,0,30.4,0,49.28,мало,молодой возраст,норма
332,332,2012,Весна,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Женский,-3.0,1,Теплее,0,Меньше,,0.73,26.6,24.1,50.0,0.47,165.1,65.0,0,0,-1,-1,0,30.4,0,49.28,мало,молодой возраст,норма
333,333,2012,Весна,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Женский,0.0,1,Холоднее,0,Без изменений,,0.97,27.5,24.1,48.0,0.14,165.1,63.0,0,0,-1,1,0,30.4,0,49.28,мало,молодой возраст,норма
334,334,2012,Весна,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Женский,-1.0,1,Холоднее,0,Больше,,0.75,27.3,24.1,53.0,0.03,165.1,63.0,0,0,-1,-1,0,30.4,0,49.28,мало,молодой возраст,норма
335,335,2012,Весна,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,-1.0,1,Теплее,0,Меньше,,0.62,25.8,24.1,56.0,0.29,165.1,83.0,0,0,-1,-1,0,30.4,0,57.24,мало,молодой возраст,норма
336,336,2012,Весна,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,3.0,-1,Холоднее,0,Больше,,0.68,26.3,24.1,45.0,0.01,165.1,65.0,0,0,-1,-1,0,30.4,0,57.24,мало,молодой возраст,норма
337,337,2012,Весна,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,-1.0,1,Холоднее,0,Меньше,,0.72,27.0,24.1,52.0,0.23,165.1,54.0,0,0,-1,-1,0,30.4,0,57.24,мало,молодой возраст,норма
338,338,2012,Весна,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,-1.0,1,Холоднее,0,Больше,,0.72,27.1,24.1,54.0,0.01,165.1,75.0,0,0,-1,-1,0,30.4,0,57.24,мало,молодой возраст,норма
339,339,2012,Весна,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,3.0,1,Без изменений,0,Больше,,0.68,25.5,24.1,49.0,0.02,165.1,85.0,0,0,-1,-1,0,30.4,0,57.24,мало,молодой возраст,норма
340,340,2012,Зима,Тропическая влажная саванна,Ченнай,Индия,Кондиционирование,,,25.0,Женский,0.0,1,Без изменений,0,Без изменений,4.0,0.57,26.1,24.1,64.3,0.11,162.6,68.0,0,1,0,0,1,30.8,0,49.28,мало,молодой возраст,более_60
341,341,2012,Зима,Тропическая влажная саванна,Ченнай,Индия,Кондиционирование,,,35.0,Женский,0.0,1,Без изменений,0,Без изменений,6.0,0.63,25.8,24.1,65.5,0.31,152.4,57.0,0,1,-1,0,1,30.8,0,49.28,мало,молодой возраст,более_60
342,342,2012,Зима,Тропическая влажная саванна,Ченнай,Индия,Кондиционирование,,,25.0,Мужской,-2.0,-1,Холоднее,0,Без изменений,5.0,0.7,24.9,24.1,67.7,0.23,170.2,55.0,0,1,0,0,1,30.8,0,57.24,мало,молодой возраст,более_60
343,343,2012,Зима,Тропическая влажная саванна,Ченнай,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Без изменений,0,Больше,5.0,0.78,25.7,24.1,65.9,0.56,172.0,80.0,0,1,0,0,1,30.8,0,57.24,мало,молодой возраст,более_60
344,344,2012,Зима,Тропическая влажная саванна,Ченнай,Индия,Кондиционирование,,,25.0,Мужской,1.0,-1,Теплее,0,Больше,5.0,0.9,26.0,24.1,64.6,0.17,177.8,85.0,0,-1,-1,0,1,30.8,0,57.24,мало,молодой возраст,более_60
345,345,2012,Зима,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Вентиляция,,42.0,Женский,0.0,1,Холоднее,0,Без изменений,,0.84,28.2,24.1,48.0,0.16,165.1,65.0,0,0,-1,-1,0,30.8,0,49.28,мало,молодой возраст,норма
346,346,2012,Зима,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Женский,-2.0,1,Теплее,0,Больше,,0.84,26.3,24.1,49.0,0.25,165.1,62.0,0,0,-1,-1,0,30.8,0,49.28,мало,молодой возраст,норма
347,347,2012,Зима,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Женский,3.0,-1,Холоднее,0,Больше,,0.97,28.6,24.1,65.0,0.02,165.1,60.0,0,0,-1,-1,0,30.8,0,49.28,мало,молодой возраст,более_60
348,348,2012,Зима,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Женский,0.0,-1,Без изменений,0,Больше,,0.97,23.3,24.1,55.0,0.05,165.1,56.0,0,0,-1,-1,0,30.8,0,49.28,мало,молодой возраст,норма
349,349,2012,Зима,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Женский,1.0,1,Холоднее,0,Больше,,0.97,26.4,24.1,42.0,0.16,165.1,55.0,0,0,-1,-1,0,30.8,0,49.28,мало,молодой возраст,норма
350,350,2012,Зима,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,1.0,1,Холоднее,0,Больше,,0.64,26.7,24.1,41.0,0.22,165.1,90.0,0,0,-1,-1,0,30.8,0,57.24,мало,молодой возраст,норма
351,351,2012,Зима,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,3.0,-1,Холоднее,0,Больше,,0.73,26.7,24.1,41.0,0.6,165.1,55.0,0,0,-1,-1,0,30.8,0,57.24,мало,молодой возраст,норма
352,352,2012,Зима,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,-1.0,1,Без изменений,0,Больше,,0.73,26.8,24.1,54.0,0.1,165.1,65.0,0,0,-1,-1,0,30.8,0,57.24,мало,молодой возраст,норма
353,353,2012,Зима,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,-1.0,1,Без изменений,0,Без изменений,,0.64,26.5,24.1,61.0,0.16,165.1,65.0,0,0,-1,-1,0,30.8,0,57.24,мало,молодой возраст,более_60
354,354,2012,Лето,Тропическая влажная саванна,Ченнай,Индия,Вентиляция,,,35.0,Женский,3.0,-1,Без изменений,0,Больше,3.0,0.78,35.3,24.1,37.9,0.4,162.6,68.0,0,1,-1,0,0,38.1,0,49.28,мало,молодой возраст,менее_40
355,355,2012,Лето,Тропическая влажная саванна,Ченнай,Индия,Вентиляция,,,45.0,Женский,3.0,-1,Холоднее,0,Меньше,6.0,0.48,35.5,24.1,34.9,0.41,172.7,73.0,0,1,0,0,0,38.1,0,49.28,мало,средний возраст,менее_40
356,356,2012,Лето,Тропическая влажная саванна,Ченнай,Индия,Вентиляция,,,55.0,Мужской,2.0,-1,Теплее,0,Меньше,2.0,0.49,34.3,24.1,49.4,0.65,175.3,70.0,0,1,0,0,-1,38.1,0,57.24,мало,средний возраст,норма
357,357,2012,Лето,Тропическая влажная саванна,Ченнай,Индия,Кондиционирование,,,25.0,Женский,-1.0,1,Теплее,0,Без изменений,4.0,0.57,25.1,24.1,73.1,0.15,162.6,56.0,0,1,0,0,1,38.1,0,49.28,мало,молодой возраст,более_60
358,358,2012,Лето,Тропическая влажная саванна,Ченнай,Индия,Кондиционирование,,,25.0,Женский,0.0,1,Теплее,0,Без изменений,6.0,0.71,26.7,24.1,59.4,0.34,152.4,50.0,0,-1,0,0,1,38.1,0,49.28,мало,молодой возраст,норма
359,359,2012,Лето,Тропическая влажная саванна,Ченнай,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Без изменений,0,Больше,6.0,0.7,25.8,24.1,62.4,0.13,178.0,74.0,0,1,0,0,1,38.1,0,57.24,мало,молодой возраст,более_60
360,360,2012,Лето,Тропическая влажная саванна,Ченнай,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Теплее,0,Без изменений,6.0,0.74,26.9,24.1,65.3,0.04,167.0,60.0,0,-1,-1,0,1,38.1,0,57.24,мало,молодой возраст,более_60
361,361,2012,Лето,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Женский,-1.0,1,Без изменений,0,Больше,,0.75,27.1,24.1,49.0,0.32,165.1,52.0,0,0,-1,-1,0,38.1,0,49.28,мало,молодой возраст,норма
362,362,2012,Лето,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Женский,3.0,-1,Без изменений,0,Больше,,0.84,25.8,24.1,41.0,0.19,165.1,42.0,0,0,-1,-1,0,38.1,0,49.28,мало,молодой возраст,норма
363,363,2012,Лето,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Женский,0.0,1,Без изменений,0,Меньше,,0.97,27.9,24.1,36.0,0.28,165.1,74.0,0,0,-1,-1,0,38.1,0,49.28,мало,молодой возраст,менее_40
364,364,2012,Лето,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,0.0,-1,Холоднее,0,Без изменений,,0.7,26.8,24.1,47.0,0.03,165.1,71.0,0,0,-1,-1,0,38.1,0,57.24,мало,молодой возраст,норма
365,365,2012,Лето,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,-1.0,1,Теплее,0,Меньше,,0.72,27.5,24.1,55.0,0.07,165.1,65.0,0,0,-1,-1,0,38.1,0,57.24,мало,молодой возраст,норма
366,366,2012,Лето,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,0.0,1,Без изменений,0,Без изменений,,0.7,25.1,24.1,40.0,0.07,165.1,52.0,0,0,-1,-1,0,38.1,0,57.24,мало,молодой возраст,норма
367,367,2012,Лето,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,0.0,1,Без изменений,0,Без изменений,,0.7,27.3,24.1,43.0,0.16,165.1,60.0,0,0,-1,-1,0,38.1,0,57.24,мало,молодой возраст,норма
368,368,2012,Лето,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,0.0,1,Теплее,0,Без изменений,,0.7,27.5,24.1,55.0,0.18,165.1,55.0,0,0,-1,-1,0,38.1,0,57.24,мало,молодой возраст,норма
369,369,2012,Лето,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,1.0,-1,Без изменений,0,Больше,,0.72,28.8,24.1,40.0,0.01,165.1,60.0,0,0,-1,-1,0,38.1,0,57.24,мало,молодой возраст,норма
370,370,2012,Осень,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Вентиляция,,42.0,Женский,-1.0,1,Без изменений,0,Без изменений,,0.63,28.9,24.1,63.0,0.48,165.1,45.0,0,0,1,1,0,29.7,0,49.28,мало,молодой возраст,более_60
371,371,2012,Осень,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Женский,0.0,1,Без изменений,0,Без изменений,,0.72,24.3,24.1,45.0,0.02,165.1,65.0,0,0,-1,-1,0,29.7,0,49.28,мало,молодой возраст,норма
372,372,2012,Осень,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,-1.0,-1,Без изменений,0,Больше,,0.68,24.5,24.1,42.0,0.11,165.1,60.0,0,0,-1,-1,0,29.7,0,57.24,мало,молодой возраст,норма
373,373,2012,Осень,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,0.0,1,Без изменений,0,Без изменений,,0.62,28.4,24.1,52.0,1.42,165.1,56.0,0,0,-1,-1,0,29.7,0,57.24,мало,молодой возраст,норма
374,374,2012,Осень,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,-1.0,-1,Холоднее,0,Без изменений,,0.72,24.8,24.1,51.0,0.13,165.1,80.0,0,0,-1,-1,0,29.7,0,57.24,мало,молодой возраст,норма
375,375,2012,Осень,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,1.0,-1,Холоднее,0,Больше,,0.68,25.4,24.1,54.0,0.09,165.1,63.0,0,0,-1,-1,0,29.7,0,57.24,мало,молодой возраст,норма
376,376,2012,Осень,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,-1.0,1,Теплее,0,Больше,,0.68,27.0,24.1,47.0,0.08,165.1,76.0,0,0,-1,-1,0,29.7,0,57.24,мало,молодой возраст,норма
377,377,2012,Осень,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,3.0,1,Теплее,0,Больше,,0.62,25.9,24.1,50.0,0.09,165.1,61.0,0,0,-1,-1,0,29.7,0,57.24,мало,молодой возраст,норма
378,378,2012,Осень,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,0.0,1,Холоднее,0,Больше,,0.68,27.6,24.1,48.0,0.15,165.1,70.0,0,0,-1,-1,0,29.7,0,57.24,мало,молодой возраст,норма
379,379,2012,Осень,Тропическая влажная саванна,Ченнай,Индия,Смешанный,Кондиционирование,,42.0,Мужской,0.0,1,Холоднее,0,Больше,,0.62,26.5,24.1,57.0,0.07,165.1,57.0,0,0,-1,-1,0,29.7,0,57.24,мало,молодой возраст,норма
380,380,2012,Зима,Субтропическое высокогорье,Шимла,Индия,Вентиляция,,,35.0,Женский,0.0,1,Без изменений,0,Больше,5.0,1.74,20.2,24.1,36.4,0.08,167.6,70.0,0,0,-1,0,0,8.5,0,49.28,мало,молодой возраст,менее_40
